Latitude, Longitude, Num
-87.007112,33.445077000000005,1.0
-86.998302,33.366506,-1.0
-86.72334000000002,33.617358,1.0
-86.94035600000002,33.422126,1.0
-86.951048,33.441496,-1.0
-86.676834,33.631378999999995,-1.0
-86.651659,33.730072,1.0
-86.787788,33.469302,-1.0
-86.800107,33.260176,1.0
-86.813754,33.255827000000004,-1.0
